UNITID,EFLEVEL,EFTOTAL,EFMEN,EFWOM,EFFT,EFFTMEN,EFFTWOM,EFPT,EFPTMEN,EFPTWOM
137564,50,1233,492,741,546,213,333,687,279,408
137777,50,8,8,0,8,8,0,,,
137847,50,943,399,544,452,215,237,491,184,307
137953,50,12,7,5,,,,12,7,5
138275,50,93,45,48,7,5,2,86,40,46
138293,50,51,19,32,19,4,15,32,15,17
138354,50,4710,1626,3084,595,164,431,4115,1462,2653
138600,50,166,16,150,139,13,126,27,3,24
138716,50,526,80,446,345,46,299,181,34,147
138868,50,210,103,107,149,72,77,61,31,30
138929,50,350,124,226,240,87,153,110,37,73
138947,50,640,186,454,448,125,323,192,61,131
139144,50,144,37,107,53,12,41,91,25,66
139153,50,217,96,121,143,57,86,74,39,35
139199,50,1225,212,1013,817,149,668,408,63,345
139205,50,74,61,13,13,11,2,61,50,11
139311,50,541,168,373,249,82,167,292,86,206
139348,50,157,64,93,111,41,70,46,23,23
139366,50,1602,543,1059,472,161,311,1130,382,748
139393,50,20,10,10,19,10,9,1,0,1
139579,50,451,123,328,446,123,323,5,0,5
139630,50,35,7,28,25,7,18,10,0,10
139658,50,7687,2725,4962,6302,2166,4136,1385,559,826
139719,50,205,47,158,136,34,102,69,13,56
139755,50,28441,20468,7973,8007,5329,2678,20434,15139,5295
139764,50,655,162,493,356,63,293,299,99,200
139861,50,1130,305,825,361,125,236,769,180,589
139931,50,3746,1031,2715,1662,483,1179,2084,548,1536
139940,50,7386,2595,4791,5407,1996,3411,1979,599,1380
139959,50,10101,3808,6293,7549,2937,4612,2552,871,1681
140146,50,61,40,21,46,30,16,15,10,5
140234,50,89,22,67,80,19,61,9,3,6
140252,50,1838,889,949,1652,808,844,186,81,105
140340,50,56,23,33,53,21,32,3,2,1
140447,50,4317,1397,2920,2968,994,1974,1349,403,946
140562,50,935,311,624,837,287,550,98,24,74
140696,50,23,10,13,18,9,9,5,1,4
140818,50,579,100,479,126,20,106,453,80,373
140872,50,88,51,37,77,46,31,11,5,6
140951,50,2918,875,2043,2280,700,1580,638,175,463
140960,50,221,61,160,103,21,82,118,40,78
140988,50,125,55,70,97,43,54,28,12,16
141167,50,701,137,564,327,76,251,374,61,313
141185,50,43,6,37,16,5,11,27,1,26
141237,50,102,64,38,57,32,25,45,32,13
141264,50,2921,747,2174,907,187,720,2014,560,1454
141325,50,46,1,45,40,1,39,6,0,6
141334,50,4315,864,3451,688,158,530,3627,706,2921
141361,50,17,5,12,17,5,12,,,
141486,50,838,232,606,607,168,439,231,64,167
141565,50,357,102,255,224,57,167,133,45,88
141574,50,4680,1729,2951,2126,737,1389,2554,992,1562
141644,50,934,314,620,523,203,320,411,111,300
142115,50,3179,1149,2030,1226,460,766,1953,689,1264
142276,50,2208,822,1386,1403,542,861,805,280,525
142285,50,2580,1279,1301,1671,823,848,909,456,453
142294,50,27,14,13,27,14,13,,,
142328,50,4,3,1,,,,4,3,1
142461,50,618,189,429,228,49,179,390,140,250
142832,50,1665,308,1357,1067,194,873,598,114,484
142957,50,8,3,5,2,1,1,6,2,4
143048,50,639,186,453,549,165,384,90,21,69
143084,50,38,2,36,38,2,36,,,
143118,50,1837,331,1506,948,154,794,889,177,712
143233,50,66,22,44,20,6,14,46,16,30
143297,50,10,0,10,,,,10,0,10
143358,50,1334,476,858,451,298,153,883,178,705
143659,50,198,127,71,109,90,19,89,37,52
143853,50,2671,894,1777,2630,886,1744,41,8,33
143978,50,1212,236,976,808,147,661,404,89,315
144005,50,829,241,588,410,138,272,419,103,316
144014,50,202,85,117,66,26,40,136,59,77
144050,50,10696,5855,4841,8882,4740,4142,1814,1115,699
144281,50,185,81,104,133,56,77,52,25,27
144351,50,3689,1165,2524,245,88,157,3444,1077,2367
144740,50,6974,3115,3859,5378,2390,2988,1596,725,871
144892,50,1955,901,1054,1030,553,477,925,348,577
144962,50,768,285,483,290,52,238,478,233,245
145275,50,299,133,166,204,93,111,95,40,55
145336,50,1801,631,1170,985,419,566,816,212,604
145372,50,148,34,114,42,3,39,106,31,75
145558,50,1949,801,1148,1892,783,1109,57,18,39
145600,50,11415,4551,6864,8052,3378,4674,3363,1173,2190
145619,50,1147,391,756,414,158,256,733,233,500
145628,50,483,128,355,465,124,341,18,4,14
145637,50,20999,11692,9307,12650,6910,5740,8349,4782,3567
145691,50,2,0,2,2,0,2,,,
145725,50,5247,3189,2058,3909,2326,1583,1338,863,475
145813,50,2539,800,1739,1351,512,839,1188,288,900
145886,50,120,24,96,107,19,88,13,5,8
146339,50,265,159,106,238,149,89,27,10,17
146481,50,22,8,14,16,6,10,6,2,4
146490,50,275,112,163,,,,275,112,163
146612,50,2688,1287,1401,1510,894,616,1178,393,785
146667,50,140,75,65,38,11,27,102,64,38
146719,50,4910,1490,3420,3807,1216,2591,1103,274,829
146728,50,114,51,63,78,35,43,36,16,20
146755,50,17,6,11,16,6,10,1,0,1
146977,50,133,85,48,114,78,36,19,7,12
147013,50,470,151,319,196,82,114,274,69,205
147031,50,69,23,46,41,12,29,28,11,17
147129,50,17,6,11,16,6,10,1,0,1
147244,50,89,32,57,64,22,42,25,10,15
147369,50,592,335,257,182,95,87,410,240,170
147536,50,4031,709,3322,1938,358,1580,2093,351,1742
147590,50,485,189,296,447,178,269,38,11,27
147660,50,459,124,335,398,110,288,61,14,47
147679,50,748,268,480,137,38,99,611,230,381
147697,50,6,3,3,6,3,3,,,
147703,50,4146,1724,2422,1982,962,1020,2164,762,1402
147767,50,14046,6378,7668,10657,4886,5771,3389,1492,1897
147776,50,1462,492,970,397,158,239,1065,334,731
147828,50,706,212,494,66,31,35,640,181,459
148131,50,150,76,74,19,9,10,131,67,64
148405,50,281,105,176,89,46,43,192,59,133
148487,50,1410,505,905,925,391,534,485,114,371
148496,50,1027,240,787,379,76,303,648,164,484
148511,50,2662,597,2065,1706,473,1233,956,124,832
148575,50,256,29,227,26,4,22,230,25,205
148584,50,1879,462,1417,224,77,147,1655,385,1270
148593,50,17,2,15,7,2,5,10,0,10
148627,50,418,99,319,143,30,113,275,69,206
148654,50,2319,1224,1095,1079,610,469,1240,614,626
148885,50,203,173,30,126,124,2,77,49,28
148982,50,97,36,61,44,13,31,53,23,30
149028,50,76,5,71,3,0,3,73,5,68
149222,50,3164,1459,1705,2120,938,1182,1044,521,523
149231,50,3070,1245,1825,1437,620,817,1633,625,1008
149329,50,10,10,0,10,10,0,,,
149505,50,56,10,46,54,10,44,2,0,2
149514,50,712,502,210,252,162,90,460,340,120
149639,50,241,109,132,10,3,7,231,106,125
149763,50,66,3,63,44,2,42,22,1,21
149772,50,2048,866,1182,968,484,484,1080,382,698
149781,50,680,275,405,195,68,127,485,207,278
150066,50,160,97,63,16,13,3,144,84,60
150136,50,5566,1293,4273,1248,380,868,4318,913,3405
150145,50,115,44,71,42,22,20,73,22,51
150163,50,1244,436,808,449,148,301,795,288,507
150172,50,114,59,55,34,18,16,80,41,39
150215,50,144,45,99,111,31,80,33,14,19
150288,50,296,261,35,222,197,25,74,64,10
150455,50,61,24,37,20,9,11,41,15,26
150534,50,368,120,248,359,117,242,9,3,6
150604,50,55,16,39,55,16,39,,,
150668,50,51,12,39,12,7,5,39,5,34
150677,50,454,251,203,110,36,74,344,215,129
150756,50,195,85,110,195,85,110,,,
150941,50,218,57,161,87,16,71,131,41,90
151102,50,764,363,401,379,211,168,385,152,233
151111,50,8460,3154,5306,5389,2237,3152,3071,917,2154
151263,50,1490,361,1129,686,201,485,804,160,644
151290,50,1220,713,507,641,381,260,579,332,247
151306,50,1854,688,1166,381,117,264,1473,571,902
151324,50,1636,610,1026,780,298,482,856,312,544
151333,50,218,88,130,66,23,43,152,65,87
151342,50,528,130,398,175,38,137,353,92,261
151351,50,10694,5500,5194,6779,3558,3221,3915,1942,1973
151360,50,258,71,187,82,22,60,176,49,127
151379,50,466,152,314,72,22,50,394,130,264
151388,50,239,80,159,23,5,18,216,75,141
151777,50,260,82,178,238,77,161,22,5,17
151786,50,1094,416,678,837,335,502,257,81,176
151801,50,128,42,86,107,35,72,21,7,14
151810,50,46,10,36,30,8,22,16,2,14
151865,50,147,86,61,24,11,13,123,75,48
152080,50,4206,2356,1850,3637,2103,1534,569,253,316
152099,50,128,60,68,33,16,17,95,44,51
152318,50,15,14,1,7,6,1,8,8,0
152336,50,251,66,185,106,27,79,145,39,106
152381,50,329,42,287,103,15,88,226,27,199
152390,50,94,3,91,57,2,55,37,1,36
152451,50,191,160,31,119,119,0,72,41,31
152530,50,26,13,13,9,5,4,17,8,9
152567,50,314,81,233,273,63,210,41,18,23
152600,50,591,280,311,394,171,223,197,109,88
152798,50,210,30,180,151,26,125,59,4,55
152992,50,203,60,143,118,44,74,85,16,69
153001,50,509,84,425,6,0,6,503,84,419
153126,50,154,56,98,89,28,61,65,28,37
153162,50,2,1,1,,,,2,1,1
153250,50,234,66,168,21,2,19,213,64,149
153269,50,1802,609,1193,820,268,552,982,341,641
153278,50,318,132,186,270,112,158,48,20,28
153320,50,68,62,6,22,18,4,46,44,2
153366,50,293,47,246,129,24,105,164,23,141
153375,50,313,95,218,157,59,98,156,36,120
153603,50,4845,2425,2420,3198,1550,1648,1647,875,772
153658,50,7912,3630,4282,4980,2191,2789,2932,1439,1493
153825,50,83,28,55,75,25,50,8,3,5
153861,50,1889,1065,824,1009,679,330,880,386,494
153977,50,2,0,2,,,,2,0,2
154004,50,981,170,811,82,14,68,899,156,743
154013,50,266,83,183,118,23,95,148,60,88
154022,50,7655,2580,5075,7655,2580,5075,,,
154095,50,1279,327,952,414,110,304,865,217,648
154101,50,519,113,406,124,32,92,395,81,314
154156,50,1521,701,820,1417,670,747,104,31,73
154174,50,2173,1213,960,2153,1203,950,20,10,10
154235,50,589,180,409,444,112,332,145,68,77
154350,50,23,8,15,8,3,5,15,5,10
154493,50,598,169,429,478,134,344,120,35,85
154518,50,461,288,173,158,103,55,303,185,118
154527,50,18,5,13,18,5,13,,,
154536,50,164,68,96,142,59,83,22,9,13
154590,50,87,50,37,56,29,27,31,21,10
154688,50,488,155,333,26,11,15,462,144,318
154712,50,74,41,33,22,11,11,52,30,22
154855,50,18,11,7,18,11,7,,,
155025,50,2246,640,1606,578,191,387,1668,449,1219
155061,50,2637,796,1841,672,169,503,1965,627,1338
155070,50,24,18,6,15,13,2,9,5,4
155089,50,467,162,305,152,43,109,315,119,196
155317,50,7710,3244,4466,5684,2448,3236,2026,796,1230
155335,50,389,106,283,312,92,220,77,14,63
155399,50,4632,1832,2800,2545,1081,1464,2087,751,1336
155414,50,52,37,15,,,,52,37,15
155520,50,354,81,273,91,20,71,263,61,202
155627,50,119,64,55,105,57,48,14,7,7
155636,50,205,96,109,173,84,89,32,12,20
155681,50,1296,553,743,444,224,220,852,329,523
155812,50,399,158,241,227,93,134,172,65,107
155900,50,101,66,35,49,41,8,52,25,27
155937,50,27,15,12,22,11,11,5,4,1
155973,50,83,31,52,3,1,2,80,30,50
156082,50,733,264,469,481,209,272,252,55,197
156125,50,3885,1745,2140,2006,1020,986,1879,725,1154
156213,50,304,125,179,25,17,8,279,108,171
156222,50,1715,1046,669,470,273,197,1245,773,472
156286,50,642,242,400,335,155,180,307,87,220
156356,50,87,16,71,57,10,47,30,6,24
156365,50,5598,3411,2187,5155,3232,1923,443,179,264
156417,50,23,22,1,10,10,0,13,12,1
156471,50,610,48,562,521,42,479,89,6,83
156541,50,14236,6972,7264,3143,1187,1956,11093,5785,5308
156620,50,2282,671,1611,693,193,500,1589,478,1111
156727,50,2548,158,2390,1754,119,1635,794,39,755
156745,50,263,59,204,2,0,2,261,59,202
157021,50,89,43,46,77,38,39,12,5,7
157058,50,143,65,78,81,50,31,62,15,47
157085,50,8773,3066,5707,6808,2542,4266,1965,524,1441
157100,50,38,15,23,10,6,4,28,9,19
157207,50,93,47,46,15,6,9,78,41,37
157216,50,2272,1409,863,1854,1281,573,418,128,290
157289,50,5945,2631,3314,4062,1723,2339,1883,908,975
157298,50,94,27,67,75,24,51,19,3,16
157377,50,258,96,162,140,52,88,118,44,74
157386,50,560,219,341,152,77,75,408,142,266
157401,50,1963,687,1276,533,171,362,1430,516,914
157447,50,5034,1460,3574,1361,464,897,3673,996,2677
157535,50,1014,472,542,1010,471,539,4,1,3
157748,50,3239,2748,491,1373,1202,171,1866,1546,320
157757,50,821,180,641,566,144,422,255,36,219
157793,50,320,99,221,187,45,142,133,54,79
157809,50,124,56,68,56,28,28,68,28,40
157863,50,392,233,159,133,61,72,259,172,87
157951,50,2169,741,1428,744,216,528,1425,525,900
158477,50,28,10,18,,,,28,10,18
158802,50,5,0,5,5,0,5,,,
159009,50,835,206,629,216,65,151,619,141,478
159373,50,1840,651,1189,1767,635,1132,73,16,57
159391,50,6844,2660,4184,4926,1909,3017,1918,751,1167
159416,50,7188,2849,4339,1851,687,1164,5337,2162,3175
159568,50,147,39,108,62,19,43,85,20,65
159647,50,1026,489,537,718,339,379,308,150,158
159656,50,1146,382,764,777,300,477,369,82,287
159717,50,500,121,379,219,64,155,281,57,224
159939,50,1125,472,653,602,269,333,523,203,320
159948,50,1496,1130,366,497,315,182,999,815,184
159966,50,568,118,450,224,59,165,344,59,285
159993,50,1722,399,1323,949,233,716,773,166,607
160038,50,949,219,730,225,101,124,724,118,606
160065,50,346,62,284,164,28,136,182,34,148
160074,50,342,92,250,263,75,188,79,17,62
160612,50,1177,278,899,567,150,417,610,128,482
160621,50,1678,647,1031,1016,391,625,662,256,406
160630,50,286,85,201,190,54,136,96,31,65
160658,50,2166,926,1240,1076,491,585,1090,435,655
160755,50,5001,1920,3081,3099,1229,1870,1902,691,1211
160904,50,590,127,463,555,115,440,35,12,23
160959,50,7,3,4,7,3,4,,,
160995,50,8,4,4,4,4,0,4,0,4
161217,50,73,29,44,2,2,0,71,27,44
161226,50,345,53,292,38,9,29,307,44,263
161235,50,49,6,43,8,0,8,41,6,35
161253,50,2493,955,1538,782,301,481,1711,654,1057
161299,50,24,18,6,16,11,5,8,7,1
161341,50,35,15,20,6,2,4,29,13,16
161457,50,2610,705,1905,2198,626,1572,412,79,333
161509,50,52,10,42,48,7,41,4,3,1
161518,50,404,152,252,112,40,72,292,112,180
161554,50,2008,459,1549,612,177,435,1396,282,1114
161563,50,88,40,48,46,23,23,42,17,25
161572,50,704,149,555,265,58,207,439,91,348
161873,50,1809,620,1189,935,328,607,874,292,582
162007,50,1120,324,796,474,175,299,646,149,497
162061,50,636,498,138,456,359,97,180,139,41
162210,50,90,24,66,29,5,24,61,19,42
162283,50,291,70,221,100,21,79,191,49,142
162584,50,731,277,454,268,103,165,463,174,289
162654,50,536,116,420,57,22,35,479,94,385
162760,50,869,280,589,260,118,142,609,162,447
162928,50,24273,11682,12591,11223,5067,6156,13050,6615,6435
163046,50,1120,381,739,434,121,313,686,260,426
163204,50,9291,4441,4850,94,42,52,9197,4399,4798
163259,50,5689,1687,4002,4103,1291,2812,1586,396,1190
163268,50,3658,1923,1735,2450,1357,1093,1208,566,642
163286,50,10205,5209,4996,7864,4108,3756,2341,1101,1240
163295,50,537,142,395,224,51,173,313,91,222
163338,50,611,198,413,356,117,239,255,81,174
163453,50,1508,594,914,1233,479,754,275,115,160
163462,50,626,336,290,306,240,66,320,96,224
163532,50,157,157,0,146,146,0,11,11,0
163578,50,1150,224,926,267,59,208,883,165,718
163851,50,749,161,588,467,93,374,282,68,214
163912,50,10,3,7,9,2,7,1,1,0
163976,50,90,69,21,42,35,7,48,34,14
164076,50,3010,686,2324,1037,275,762,1973,411,1562
164085,50,646,52,594,38,6,32,608,46,562
164173,50,479,98,381,146,35,111,333,63,270
164270,50,1217,299,918,650,193,457,567,106,461
164368,50,1309,774,535,926,542,384,383,232,151
164447,50,811,207,604,719,181,538,92,26,66
164492,50,337,221,116,105,66,39,232,155,77
164562,50,358,83,275,165,48,117,193,35,158
164580,50,1191,695,496,662,412,250,529,283,246
164632,50,1365,159,1206,444,57,387,921,102,819
164739,50,914,453,461,387,213,174,527,240,287
164748,50,840,448,392,645,324,321,195,124,71
164872,50,481,190,291,365,145,220,116,45,71
164915,50,169,58,111,60,24,36,109,34,75
164924,50,5197,2183,3014,3611,1483,2128,1586,700,886
164988,50,17968,7797,10171,11205,4772,6433,6763,3025,3738
165015,50,1627,731,896,1212,565,647,415,166,249
165024,50,1378,362,1016,458,99,359,920,263,657
165167,50,1235,272,963,395,105,290,840,167,673
165334,50,1755,936,819,1508,805,703,247,131,116
165495,50,18,6,12,18,6,12,,,
165529,50,176,54,122,76,25,51,100,29,71
165644,50,79,29,50,51,20,31,28,9,19
165662,50,1499,208,1291,1015,161,854,484,47,437
165671,50,86,18,68,20,2,18,66,16,50
165699,50,1078,245,833,332,108,224,746,137,609
165802,50,117,43,74,24,11,13,93,32,61
165820,50,3163,1016,2147,587,238,349,2576,778,1798
165866,50,1211,269,942,72,20,52,1139,249,890
165936,50,317,74,243,77,15,62,240,59,181
165945,50,1373,855,518,255,135,120,1118,720,398
166027,50,21291,9660,11631,13491,6223,7268,7800,3437,4363
166045,50,84,32,52,70,27,43,14,5,9
166054,50,135,115,20,81,72,9,54,43,11
166391,50,344,133,211,53,18,35,291,115,176
166452,50,1792,268,1524,287,49,238,1505,219,1286
166489,50,284,98,186,244,87,157,40,11,29
166513,50,4642,2495,2147,1688,912,776,2954,1583,1371
166629,50,7874,3924,3950,3125,1546,1579,4749,2378,2371
166638,50,3437,1272,2165,1619,704,915,1818,568,1250
166656,50,2844,687,2157,1953,502,1451,891,185,706
166674,50,110,36,74,99,33,66,11,3,8
166683,50,7344,4375,2969,7163,4247,2916,181,128,53
166692,50,91,70,21,91,70,21,,,
166708,50,1394,467,927,1316,452,864,78,15,63
166717,50,915,173,742,541,101,440,374,72,302
166850,50,1489,494,995,1078,348,730,411,146,265
166869,50,1173,191,982,777,104,673,396,87,309
166939,50,121,22,99,15,4,11,106,18,88
167057,50,391,207,184,367,195,172,24,12,12
167093,50,529,128,401,527,127,400,2,1,1
167215,50,1083,377,706,831,272,559,252,105,147
167260,50,202,105,97,67,34,33,135,71,64
167288,50,97,31,66,42,11,31,55,20,35
167358,50,15268,8006,7262,13881,7381,6500,1387,625,762
167394,50,294,56,238,86,19,67,208,37,171
167464,50,42,42,0,42,42,0,,,
167598,50,1746,215,1531,234,27,207,1512,188,1324
167677,50,96,72,24,61,61,0,35,11,24
167729,50,1386,310,1076,507,100,407,879,210,669
167783,50,3293,394,2899,1181,159,1022,2112,235,1877
167835,50,324,52,272,286,44,242,38,8,30
167899,50,861,273,588,692,214,478,169,59,110
167987,50,2157,1035,1122,1135,625,510,1022,410,612
167996,50,69,27,42,41,18,23,28,9,19
168005,50,2213,826,1387,1372,509,863,841,317,524
168148,50,6397,2436,3961,5268,1933,3335,1129,503,626
168227,50,205,137,68,158,103,55,47,34,13
168254,50,990,423,567,576,250,326,414,173,241
168263,50,767,218,549,403,100,303,364,118,246
168342,50,56,24,32,56,24,32,,,
168421,50,1900,1282,618,895,595,300,1005,687,318
168430,50,877,151,726,162,19,143,715,132,583
168528,50,82,42,40,57,33,24,25,9,16
168591,50,38,11,27,38,11,27,,,
168740,50,1525,966,559,858,572,286,667,394,273
168786,50,86,29,57,30,10,20,56,19,37
168847,50,326,89,237,83,20,63,243,69,174
169080,50,311,62,249,158,33,125,153,29,124
169099,50,307,217,90,157,115,42,150,102,48
169220,50,176,36,140,126,26,100,50,10,40
169248,50,4344,1829,2515,2458,1212,1246,1886,617,1269
169327,50,229,103,126,200,90,110,29,13,16
169363,50,307,77,230,147,37,110,160,40,120
169424,50,119,37,82,119,37,82,,,
169442,50,60,34,26,53,31,22,7,3,4
169479,50,1015,360,655,150,45,105,865,315,550
169716,50,2176,838,1338,1740,677,1063,436,161,275
169798,50,2195,689,1506,724,221,503,1471,468,1003
169910,50,978,347,631,644,242,402,334,105,229
169983,50,315,227,88,108,79,29,207,148,59
170000,50,63,27,36,29,11,18,34,16,18
170037,50,291,140,151,37,16,21,254,124,130
170082,50,3026,909,2117,1619,519,1100,1407,390,1017
170286,50,135,92,43,80,57,23,55,35,20
170675,50,893,584,309,99,26,73,794,558,236
170806,50,314,73,241,109,29,80,205,44,161
170967,50,29,18,11,29,18,11,,,
170976,50,18335,9144,9191,15822,7704,8118,2513,1440,1073
171100,50,10833,4606,6227,8423,3721,4702,2410,885,1525
171128,50,1421,966,455,957,647,310,464,319,145
171137,50,1964,1217,747,631,380,251,1333,837,496
171146,50,1379,441,938,677,195,482,702,246,456
171456,50,613,177,436,232,83,149,381,94,287
171492,50,371,205,166,122,71,51,249,134,115
171571,50,3203,1329,1874,1963,746,1217,1240,583,657
171599,50,35,16,19,24,10,14,11,6,5
172033,50,169,146,23,64,64,0,105,82,23
172051,50,705,160,545,231,57,174,474,103,371
172264,50,163,62,101,59,28,31,104,34,70
172334,50,1299,159,1140,1090,141,949,209,18,191
172477,50,451,201,250,152,65,87,299,136,163
172608,50,589,267,322,14,8,6,575,259,316
172644,50,7436,2872,4564,4896,1945,2951,2540,927,1613
172699,50,3667,1350,2317,1345,472,873,2322,878,1444
172705,50,424,235,189,64,33,31,360,202,158
173045,50,716,209,507,494,158,336,222,51,171
173124,50,316,121,195,63,30,33,253,91,162
173142,50,52,21,31,45,19,26,7,2,5
173160,50,892,293,599,346,86,260,546,207,339
173300,50,69,28,41,6,3,3,63,25,38
173328,50,2708,1132,1576,2469,1041,1428,239,91,148
173452,50,117,52,65,1,0,1,116,52,64
173665,50,722,217,505,42,11,31,680,206,474
173683,50,159,64,95,84,38,46,75,26,49
173896,50,348,149,199,168,77,91,180,72,108
173920,50,1812,560,1252,655,198,457,1157,362,795
173957,50,1184,528,656,1136,506,630,48,22,26
174020,50,734,298,436,181,70,111,553,228,325
174066,50,15334,6543,8791,9317,3790,5527,6017,2753,3264
174127,50,110,30,80,34,11,23,76,19,57
174154,50,4,1,3,3,1,2,1,0,1
174233,50,825,335,490,544,201,343,281,134,147
174358,50,997,277,720,257,46,211,740,231,509
174437,50,119,55,64,78,35,43,41,20,21
174491,50,89,44,45,11,7,4,78,37,41
174507,50,666,280,386,606,273,333,60,7,53
174747,50,41,4,37,27,3,24,14,1,13
174783,50,2084,867,1217,764,326,438,1320,541,779
174792,50,143,89,54,68,42,26,75,47,28
174817,50,2756,780,1976,1729,454,1275,1027,326,701
174862,50,348,164,184,241,116,125,107,48,59
174899,50,1224,314,910,860,213,647,364,101,263
174914,50,3077,1350,1727,1096,436,660,1981,914,1067
175005,50,1102,96,1006,549,57,492,553,39,514
175014,50,769,146,623,426,83,343,343,63,280
175078,50,440,144,296,257,83,174,183,61,122
175139,50,244,103,141,94,37,57,150,66,84
175272,50,791,182,609,269,56,213,522,126,396
175281,50,1217,454,763,456,168,288,761,286,475
175342,50,462,141,321,172,73,99,290,68,222
175421,50,2164,738,1426,72,30,42,2092,708,1384
175430,50,29,13,16,16,6,10,13,7,6
175616,50,752,191,561,298,91,207,454,100,354
175856,50,1795,461,1334,888,228,660,907,233,674
175980,50,44,24,20,40,23,17,4,1,3
176017,50,4949,1837,3112,3585,1433,2152,1364,404,960
176035,50,232,31,201,141,12,129,91,19,72
176044,50,191,72,119,96,43,53,95,29,66
176053,50,1381,468,913,1001,364,637,380,104,276
176080,50,4427,1963,2464,2299,947,1352,2128,1016,1112
176372,50,3098,1024,2074,1444,543,901,1654,481,1173
176406,50,14,6,8,7,5,2,7,1,6
176451,50,136,103,33,34,28,6,102,75,27
176479,50,2335,745,1590,1629,592,1037,706,153,553
176600,50,83,51,32,55,44,11,28,7,21
176628,50,537,219,318,104,28,76,433,191,242
176664,50,35,26,9,19,13,6,16,13,3
176770,50,158,24,134,83,12,71,75,12,63
176789,50,64,51,13,36,27,9,28,24,4
176910,50,28,27,1,24,23,1,4,4,0
176965,50,5585,2723,2862,2582,1425,1157,3003,1298,1705
177038,50,501,261,240,488,255,233,13,6,7
177065,50,413,165,248,86,40,46,327,125,202
177092,50,600,536,64,273,249,24,327,287,40
177126,50,607,367,240,195,116,79,412,251,161
177144,50,139,63,76,130,58,72,9,5,4
177214,50,228,65,163,40,9,31,188,56,132
177278,50,85,34,51,54,19,35,31,15,16
177339,50,730,331,399,377,157,220,353,174,179
177418,50,224,43,181,138,26,112,86,17,69
177542,50,39,15,24,19,10,9,20,5,15
177719,50,73,14,59,66,13,53,7,1,6
177816,50,75,75,0,75,75,0,,,
177834,50,3629,1250,2379,3034,1093,1941,595,157,438
177940,50,92,44,48,41,20,21,51,24,27
177968,50,2355,610,1745,487,158,329,1868,452,1416
177986,50,1310,628,682,980,521,459,330,107,223
178059,50,3821,800,3021,750,236,514,3071,564,2507
178208,50,2773,2347,426,1536,1358,178,1237,989,248
178244,50,752,177,575,173,32,141,579,145,434
178341,50,160,43,117,31,10,21,129,33,96
178369,50,61,24,37,20,2,18,41,22,19
178387,50,213,77,136,66,28,38,147,49,98
178396,50,7400,2765,4635,4305,1679,2626,3095,1086,2009
178402,50,5128,2292,2836,3338,1544,1794,1790,748,1042
178411,50,1646,1203,443,1104,798,306,542,405,137
178420,50,2663,819,1844,889,329,560,1774,490,1284
178518,50,172,97,75,74,39,35,98,58,40
178615,50,334,107,227,207,66,141,127,41,86
178624,50,4065,1308,2757,1276,561,715,2789,747,2042
178679,50,87,60,27,,,,87,60,27
178721,50,1258,604,654,235,126,109,1023,478,545
178989,50,54,5,49,,,,54,5,49
179043,50,1066,326,740,426,108,318,640,218,422
179159,50,6683,3099,3584,6160,2900,3260,523,199,324
179265,50,356,121,235,338,115,223,18,6,12
179317,50,100,51,49,52,26,26,48,25,23
179326,50,533,178,355,407,145,262,126,33,93
179548,50,178,27,151,149,24,125,29,3,26
179557,50,1587,739,848,987,544,443,600,195,405
179566,50,4159,1520,2639,1874,719,1155,2285,801,1484
179812,50,2048,972,1076,2037,971,1066,11,1,10
179867,50,8233,4085,4148,6706,3315,3391,1527,770,757
179894,50,5402,2965,2437,2399,1502,897,3003,1463,1540
179955,50,18,6,12,17,5,12,1,1,0
179964,50,632,237,395,42,10,32,590,227,363
180106,50,41,13,28,37,11,26,4,2,2
180179,50,327,74,253,132,28,104,195,46,149
180258,50,115,24,91,95,22,73,20,2,18
180416,50,187,126,61,57,40,17,130,86,44
180461,50,2088,883,1205,581,238,343,1507,645,862
180489,50,2757,908,1849,1127,402,725,1630,506,1124
180522,50,39,5,34,11,0,11,28,5,23
180595,50,197,47,150,191,42,149,6,5,1
180647,50,12,5,7,5,2,3,7,3,4
180692,50,18,9,9,6,5,1,12,4,8
180814,50,3380,1352,2028,2560,1041,1519,820,311,509
180832,50,465,56,409,25,4,21,440,52,388
180878,50,136,25,111,70,23,47,66,2,64
180948,50,420,132,288,132,48,84,288,84,204
180984,50,489,108,381,397,88,309,92,20,72
181002,50,3993,1558,2435,3020,1201,1819,973,357,616
181020,50,758,202,556,295,93,202,463,109,354
181127,50,21,13,8,17,11,6,4,2,2
181215,50,1793,480,1313,296,71,225,1497,409,1088
181297,50,288,26,262,258,23,235,30,3,27
181330,50,224,69,155,44,19,25,180,50,130
181394,50,3156,1250,1906,1083,461,622,2073,789,1284
181428,50,2889,952,1937,2226,772,1454,663,180,483
181446,50,159,38,121,69,15,54,90,23,67
181464,50,4648,2288,2360,2648,1377,1271,2000,911,1089
181534,50,186,57,129,22,9,13,164,48,116
181604,50,251,43,208,180,28,152,71,15,56
181738,50,99,20,79,90,16,74,9,4,5
181783,50,873,246,627,177,50,127,696,196,500
181853,50,142,51,91,6,3,3,136,48,88
182281,50,5300,2131,3169,3156,1255,1901,2144,876,1268
182290,50,3813,1493,2320,1609,620,989,2204,873,1331
182634,50,116,31,85,19,12,7,97,19,78
182670,50,2299,1148,1151,2259,1132,1127,40,16,24
182795,50,579,188,391,446,138,308,133,50,83
